imageUrl,hue,saturation,lightness,vibrant,muted,darkVibrant,darkMuted,lightVibrant
https://ids.si.edu/ids/deliveryService?id=NMAAHC-41664F1102EB2_5001.jpg,30.00,49.25,50.00,#be7f40,#77624b,#644322,#654b2d,#ddbc9c
https://ids.si.edu/ids/deliveryService?id=NMAAHC-322E08788B852_4001.jpg,320.00,1.62,50.00,#817d80,#847c84,#434142,#393b43,#bdbbbd
https://ids.si.edu/ids/deliveryService?id=NMAAHC-24C75E5DDD912_5001.jpg,36.28,35.83,52.94,#b2905c,#ac845e,#42351b,#564a31,#d4c1a4
https://ids.si.edu/ids/deliveryService?id=NMAAHC-2019_80_1_002.jpg,5.68,47.74,39.02,#933d34,#8a8679,#5b3027,#8b5d48,#dca39d
https://ids.si.edu/ids/deliveryService?id=NMAAHC-2018_31_4_2ab_001.jpg,31.61,51.96,35.10,#885c2b,#a18762,#543414,#54442f,#dcc3a0
https://ids.si.edu/ids/deliveryService?id=NMAAHC-2017_92_2_001.jpg,316.34,95.02,39.41,#c40590,#a74c8f,#86044a,#940452,#fb7dd9
https://ids.si.edu/ids/deliveryService?id=NMAAHC-2017_58_1_001.jpg,292.50,50.00,50.00,#af3fbf,#938474,#0b040c,#543c34,#d59bdd
https://ids.si.edu/ids/deliveryService?id=NMAAHC-2015_91_1_4002.jpg,352.26,39.91,45.69,#a34652,#a35e64,#491b22,#35343c,#d7a2a9
https://ids.si.edu/ids/deliveryService?id=NMAAHC-2015_118_1_1_006.jpg,150.70,36.13,53.33,#5db389,#5da384,#286b43,#45715b,#a4d4bd
https://ids.si.edu/ids/deliveryService?id=NMAAHC-2014_203_96_1_001.jpg,211.30,50.22,44.90,#3970ac,#5484a8,#294e7b,#372c63,#b6cde6
https://ids.si.edu/ids/deliveryService?id=NMAAHC-2013_141_1_001.jpg,65.14,36.46,62.35,#bcc27c,#849c54,#565a2a,#3b542c,#d3d293
https://ids.si.edu/ids/deliveryService?id=NMAAHC-2012_64_4_3_001.jpg,35.12,36.28,50.00,#ad8751,#898c74,#4d3c24,#544433,#d4c0a4
https://ids.si.edu/ids/deliveryService?id=NMAAHC-2011_4_1_001.jpg,25.71,20.00,50.00,#997b66,#806c58,#4f4035,#444443,#c9baaf
https://ids.si.edu/ids/deliveryService?id=NMAAHC-2009_42_2_001.jpg,0.00,0.00,50.00,#7f7f7f,#7f7f7f,#424242,#6d6046,#bcbcbc
https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_574_001.jpg,30.71,50.20,49.61,#be803f,#a48160,#5c2c0c,#463a2d,#deab65
https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_569a_001.jpg,52.50,11.59,50.00,#8e8a70,#847464,#49483a,#4d4434,#c4c2b5
https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_562_001.jpg,300.00,50.00,50.00,#bf3fbf,#94876c,#0c040c,#443c39,#d4c4a4
https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_561_001.jpg,28.85,50.49,59.61,#cc9664,#a17f5b,#5c4027,#3c3c3c,#dcb38b
https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_559_001.jpg,27.27,42.31,40.78,#94643c,#ac8c6c,#624c2c,#484039,#f4e9dd
https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_558_001.jpg,340.97,58.70,48.43,#c43361,#b95c79,#7a0e22,#3a343c,#f4ebd4
https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_557_001.jpg,40.00,19.05,50.00,#978767,#978b7d,#4e4635,#453427,#c9c0b0
https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_556_001.jpg,356.25,77.11,67.45,#ec6c74,#ae5d53,#601b17,#5f4c41,#fca4ac
https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_553_001.jpg,21.55,71.00,60.78,#e28754,#a2755b,#79080e,#324246,#daa8a0
https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_551_001.jpg,68.57,45.16,48.63,#a4b444,#9e7b4c,#6c2434,#542a29,#cc9a58
https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_549_001.jpg,30.00,21.33,50.00,#9a7f64,#857c6b,#504234,#44342f,#cabcae
https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_547_001.jpg,330.00,42.11,50.00,#b5497f,#88847d,#5e2642,#50433f,#f4e4ec
https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_545_001.jpg,193.00,73.17,32.16,#16748e,#518f9b,#04648c,#38445c,#8cd8ed
https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_543_001.jpg,355.80,62.55,50.78,#d0333e,#9a6b65,#970e18,#412628,#e4747c
https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_538_001.jpg,60.00,12.59,50.00,#8f8f6f,#878a89,#4a4a39,#313c3a,#c5c5b4
https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_537_001.jpg,25.71,10.61,50.00,#8d7d71,#70777d,#49413b,#3f4454,#c3bbb5
https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_535_001.jpg,21.18,60.47,50.39,#cd6a34,#924c44,#720b04,#3c3c44,#d3b691
https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_531_001.jpg,54.55,67.90,47.65,#ccbd27,#ac5456,#273c64,#55362c,#e9e18f
https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_489a_001.jpg,12.00,7.81,50.00,#897975,#747c80,#473f3d,#383424,#c1b9b7
https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_485_001.jpg,60.00,7.09,50.00,#888876,#797c84,#46463d,#343c3e,#c1c1b8
https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_484_001.jpg,3.33,49.61,49.80,#be4740,#ac8d77,#647c1c,#585935,#c2715f
https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_482_001.jpg,30.00,11.94,50.00,#8e7f70,#849463,#4a423a,#515c38,#c4bcb4
https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_481_001.jpg,356.71,37.06,38.63,#873e42,#88837e,#431113,#622d30,#d5a4a6
https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_480_001.jpg,28.00,11.28,50.00,#8d7e71,#85888a,#49413a,#443424,#c4bcb5
https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_479_001.jpg,50.77,9.22,50.00,#8b8773,#87857f,#48463c,#4c4842,#c2c0b6
https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_475_001.jpg,354,54,46.47,#bc3142,#a77a7c,#960e29,#4c2b2f,#e27f8c
https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_474_001.jpg,30.00,23.88,50.00,#9d7f61,#857c6a,#524232,#504632,#ccbcac
https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_473_001.jpg,113.33,7.09,50.00,#788876,#747879,#3e463d,#3f3c33,#b9c1b8
https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_440_001.jpg,36.18,36.96,63.92,#c5aa81,#ad9167,#5a462b,#816742,#d5c1a4
https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_439_001.jpg,25.60,39.68,37.06,#845939,#aa7e5b,#653c24,#3c3c44,#dbb89f
https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_436_001.jpg,13.42,61.79,48.24,#c7512f,#a17c54,#731f11,#39251b,#d87d4d
https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_430_001.jpg,354.16,95.85,37.84,#bd0416,#994843,#96040e,#2f2c34,#fc7d89
https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_427_001.jpg,31.43,95.45,34.51,#ac5c04,#978a6c,#924704,#3f2f2a,#fbbf7d
https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_426_001.jpg,240.00,50.00,50.00,#3f3fbf,#858789,#04040c,#544b44,#9b9bdd
https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_424_001.jpg,43.81,36.84,33.53,#756436,#9b8d69,#5f412d,#2f4032,#d7b6a3
https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_423_001.jpg,170.22,51.11,35.29,#2c8879,#8d8b76,#0b6980,#373329,#9aded3
https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_420_001.jpg,357.63,35.19,42.35,#924649,#b77b7e,#592a2c,#4d2c2b,#e7cfcb
https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_419_001.jpg,184.80,40.00,49.02,#4ba7af,#4ca4a4,#187b82,#25343c,#a2d2d7
https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_415_001.jpg,30.00,35.29,50.00,#ac7f52,#807c73,#5c442c,#453a37,#f8eee2
https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_414_001.jpg,352.14,78.38,36.27,#a51427,#94766f,#7f050b,#76433e,#f08896
https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_413_001.jpg,50.00,4.48,50.00,#858379,#8c7c60,#45443f,#60543c,#bfbeb9
https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_412_001.jpg,342.86,56.57,61.18,#d46484,#957c4f,#671c32,#4c4634,#dfcfb0
https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_411_001.jpg,355.48,73.74,38.82,#ac1a25,#737c84,#8d0f18,#4e2725,#ed8b93
https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_410_001.jpg,168.00,3.88,50.00,#7a8482,#797a79,#3f4443,#43403d,#babfbe
https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_408_001.jpg,25.38,35.14,50.00,#ac7852,#947758,#322318,#4c3928,#d3b9a5
https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_407a_001.jpg,28.80,59.52,32.94,#865222,#8a8e7a,#121204,#5a5538,#e4bb95
https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_406a_001.jpg,332,18,53.33,#b45c74,#7c5ca4,#64242c,#4f2c39,#d5a4b1
https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_405_002.jpg,37.50,38.55,67.45,#ccb48c,#94745c,#5b4828,#524b41,#d6c3a3
https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_404_001.jpg,60.00,13.56,50.00,#90906e,#7d7c7f,#4b4b39,#443444,#c5c5b3
https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_402_001.jpg,180.00,6.35,50.00,#778787,#797e81,#3e4646,#3c342c,#b8c0c0
https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_399_001.jpg,53.33,52.94,50.00,#c3b33c,#977e5d,#0d0c04,#584f40,#dfd899
https://ids.si.edu/ids/deliveryService?id=NMAAHC-1B82770D74082_4002.jpg,32.00,47.24,50.20,#bc8444,#a5815a,#9f6f41,#5a3c2c,#d0b58e
https://ids.si.edu/ids/deliveryService?id=CHSDM-35CE24345E3A2-000001.jpg,42.00,58.25,59.61,#d4b05c,#a9864c,#68511b,#795e1f,#e4d2a0
https://ids.si.edu/ids/deliveryService?id=CHSDM-1938-58-1207MattFlynn.jpg,240.00,57.14,50.00,#3636c8,#817d83,#1c1c68,#544a48,#f4f4fc
https://ids.si.edu/ids/deliveryService?id=ACM-acmobj-199100760185.jpg,331.76,74.63,59.80,#e54c94,#a09969,#990434,#535d33,#edbac9
https://ids.si.edu/ids/deliveryService?id=ACM-acmobj-199100760103-r7.jpg,96.92,50.49,59.61,#8ccc64,#94694c,#3a6320,#474740,#acccdc
